Column1,Column2,Column9,Column14
2997324,Louvil,FR,59364
2997325,Louvigny,FR,14383
2997326,Louvigny,FR,57422
2997329,Louvignies-Quesnoy,FR,59363
2997331,Louvigné-du-Désert,FR,35162
2997332,Louvigné-de-Bais,FR,35161
2997333,Louvigné,FR,53141
2997336,Louviers,FR,27375
2997340,Louvie-Juzon,FR,64353
2997344,Louversey,FR,27374
2997345,Louverné,FR,53140
2997350,Louvemont,FR,52294
2997351,Louveciennes,FR,78350
2997371,Loury,FR,45188
2997384,Lourmarin,FR,84068
2997386,Louresse,FR,49182
2997387,Loures-Barousse,FR,65287
2997390,Lourdoueix-Saint-Pierre,FR,23112
2997395,Lourdes,FR,65286
2997397,Lourches,FR,59361
2997405,Louplande,FR,72169
2997407,Loupian,FR,34143
2997409,Loupiac,FR,33253
2997416,Loupes,FR,33252
2997417,Loupershouse,FR,57419
2997428,Loulay,FR,17211
2997433,Louisfert,FR,44085
2997434,Louin,FR,79156
2997437,Louhossoa,FR,64350
2997439,Louhans,FR,71263
2997440,Lougres,FR,25350
2997445,Louey,FR,65284
2997456,Loué,FR,72168
2997457,Loudun,FR,86137
2997461,Loudes,FR,43124
2997465,Loudéac,FR,22136
2997469,Louches,FR,62531
2997472,Louchats,FR,33251
2997491,Loubeyrat,FR,63198
2997493,Loubert,FR,16192
2997511,Louargat,FR,22135
2997513,Louans,FR,37134
2997514,Louannec,FR,22134
2997516,Louailles,FR,72167
2997535,Losne,FR,21356
2997537,Los Masos,FR,66104
2997540,Loscouët-sur-Meu,FR,22133
2997546,Lorry,FR,57416
2997547,Lorris,FR,45187
2997548,Lorrez-le-Bocage-Préaux,FR,77261
2997552,Lorquin,FR,57414
2997556,Lormont,FR,33249
2997559,Lormes,FR,58145
2997565,Lormaye,FR,28213
2997566,Lormaison,FR,60370
2997569,Loriol-sur-Drôme,FR,26166
2997570,Loriol-du-Comtat,FR,84067
2997577,Lorient,FR,56121
2997581,Lorgues,FR,83072
2997583,Lorgies,FR,62529
2997590,Lorette,FR,42123
2997601,Lorcy,FR,45186
2997616,Loperhet,FR,29140
2997617,Lopérec,FR,29139
2997619,Loos-en-Gohelle,FR,62528
2997620,Loos,FR,59360
2997621,Loon-Plage,FR,59359
2997622,Looberghe,FR,59358
2997626,Lons-le-Saunier,FR,39300
2997628,Lons,FR,64348
2997629,Lonrai,FR,61234
2997637,Longwy-sur-le-Doubs,FR,39299
2997638,Longwy,FR,54323
2997644,Longvic,FR,21355
2997646,Longuyon,FR,54322
2997648,Longueville-sur-Scie,FR,76397
2997653,Longueville,FR,77260
2997661,Longues-sur-Mer,FR,14377
2997662,Longuesse,FR,95348
2997670,Longuenesse,FR,62525
2997675,Longueil-Sainte-Marie,FR,60369
2997676,Longueil-Annel,FR,60368
2997677,Longueil,FR,76395
2997681,Longueau,FR,80489
2997688,Longroy,FR,76394
2997694,Longpré-les-Corps-Saints,FR,80488
2997698,Longpont-sur-Orge,FR,91347
2997700,Longperrier,FR,77259
2997704,Longny-au-Perche,FR,61230
2997706,Longnes,FR,78346
2997711,Longlaville,FR,54321
2997712,Longjumeau,FR,91345
2997713,Longfossé,FR,62524
2997716,Longeville-lès-Saint-Avold,FR,57413
2997717,Longeville-lès-Metz,FR,57412
2997719,Longeville-en-Barrois,FR,55302
2997722,Longeville-sur-Mer,FR,85127
2997724,Longèves,FR,17208
2997726,Longevelle-sur-Doubs,FR,25345
2997733,Longessaigne,FR,69120
2997734,Longes,FR,69119
2997744,Longecourt-en-Plaine,FR,21353
2997751,Longeault,FR,21352
2997753,Longeau-Percey,FR,52292
2997759,Longchaumois,FR,39297
2997764,Longchamps,FR,27372
2997768,Longchamp,FR,21351
2997775,Longages,FR,31303
2997781,Long,FR,80486
2997784,Londinières,FR,76392
2997792,Lompret,FR,59356
2997801,Lommoye,FR,78344
2997803,Lomme,FR,59350
2997804,Lombron,FR,72165
2997812,Lombez,FR,32213
2997814,Lombers,FR,81147
2997826,Lolif,FR,50276
2997832,Loix,FR,17207
2997833,Loivre,FR,51329
2997836,Loisy-sur-Marne,FR,51328
2997839,Loisy,FR,71261
2997841,Loison-sous-Lens,FR,62523
2997845,Loisin,FR,74150
2997855,Loiron,FR,53137
2997873,Loiré,FR,49178
2997875,Loire-sur-Rhône,FR,69118
2997883,Loigné-sur-Mayenne,FR,53136
2997887,Lohr,FR,67273
2997889,Lohéac,FR,35155
2997891,Loguivy-Plougras,FR,22131
2997893,Logron,FR,28211
2997897,Logonna-Daoulas,FR,29137
2997904,Lognes,FR,77258
2997917,Logelheim,FR,68189
2997925,Loffre,FR,59354
2997929,Lœuilly,FR,80485
2997936,Lodève,FR,34142
2997942,Locunolé,FR,29136
2997943,Loctudy,FR,29135
2997944,Locronan,FR,29134
2997947,Locquirec,FR,29133
2997951,Locquénolé,FR,29132
2997952,Locquémeau,FR,22349
2997956,Locon,FR,62520
2997957,Locoal-Mendon,FR,56119
2997959,Locmiquélic,FR,56118
2997961,Locminé,FR,56117
2997964,Locmariaquer,FR,56116
2997966,Locmaria-Grand-Champ,FR,56115
2997992,Loché-sur-Indrois,FR,37133
2997996,Loches,FR,37132
2998013,Lobsann,FR,67271
2998018,Llupia,FR,66101
2998027,Lizy-sur-Ourcq,FR,77257
2998034,Lizio,FR,56112
2998049,Lixing-lès-Saint-Avold,FR,57409
2998050,Lixing-lès-Rouhling,FR,57408
2998052,Lixheim,FR,57407
2998054,Livry-Louvercy,FR,51326
2998055,Livry-sur-Seine,FR,77255
2998056,Livry-Gargan,FR,93046
2998057,Livry,FR,14143
2998058,Livry,FR,58144
2998059,Livron-sur-Drôme,FR,26165
2998061,Livré-sur-Changeon,FR,35154
2998063,Livré-la-Touche,FR,53135
2998066,Livinhac-le-Haut,FR,12130
2998072,Livet-et-Gavet,FR,38212
2998075,Livernon,FR,46176
2998076,Liverdy-en-Brie,FR,77254
2998078,Liverdun,FR,54318
2998081,Livarot,FR,14371
2998093,Lithaire,FR,50273
2998095,Lit-et-Mixe,FR,40157
2998097,Listrac-Médoc,FR,33248
2998102,Lissieu,FR,69117
2998105,Lisses,FR,91340
2998107,Lisse,FR,47221
2998110,Lissac-sur-Couze,FR,19117
2998124,Lisle-sur-Tarn,FR,81145
2998127,L'Isle-sur-la-Sorgue,FR,84054
2998130,L'Isle-Jourdain,FR,32160
2998131,Lisle-en-Rigault,FR,55296
2998132,L'Isle-en-Dodon,FR,31239
2998136,L'Isle-d'Abeau,FR,38193
2998140,L'Isle-Adam,FR,95313
2998147,Lisle,FR,24243
2998150,Lisieux,FR,14366
2998157,Lisbourg,FR,62519
2998165,Liré,FR,49069
2998166,Lirac,FR,30149
2998167,Lipsheim,FR,67268
2998187,Lion-sur-Mer,FR,14365
2998202,Linxe,FR,40155
2998208,Linthal,FR,68188
2998209,Linselles,FR,59352
2998218,Liniers,FR,86135
2998221,Linguizzetta,FR,2B143
2998222,Lingreville,FR,50272
2998224,Lingolsheim,FR,67267
2998233,Lindry,FR,89228
2998251,Linas,FR,91339
2998252,Linars,FR,16187
2998253,Linards,FR,87086
2998264,Limoux,FR,11206
2998269,Limours,FR,91338
2998274,Limony,FR,07143
2998276,Limons,FR,63196
2998277,Limonest,FR,69116
2998283,Limogne-en-Quercy,FR,46173
2998286,Limoges,FR,87085
2998294,Limetz-Villez,FR,78337
2998296,Limésy,FR,76385
2998298,Limerzel,FR,56111
2998299,Limersheim,FR,67266
2998301,Limeray,FR,37131
2998305,Limeil-Brévannes,FR,94044
2998311,Limay,FR,78335
2998312,Limas,FR,69115
2998316,Limalonges,FR,79150
2998320,Lillers,FR,62516
2998322,Lillebonne,FR,76384
2998324,Lille,FR,59350
2998330,L'Île-Rousse,FR,2B134
2998333,L'Île-Bouchard,FR,37119
2998340,Ligugé,FR,86133
2998343,Ligueil,FR,37130
2998347,Ligré,FR,37129
2998354,Ligny-Thilloy,FR,62515
2998357,Ligny-lès-Aire,FR,62512
2998358,Ligny-le-Ribault,FR,45182
2998359,Ligny-le-Châtel,FR,89227
2998360,Ligny-en-Cambrésis,FR,59349
2998362,Ligny-en-Barrois,FR,55291
2998373,Lignol,FR,56110
2998375,Lignières-Sonneville,FR,16186
2998377,Lignières-Orgères,FR,53133
2998380,Lignières-de-Touraine,FR,37128
2998386,Lignières,FR,18127
2998396,Lignerolles,FR,03145
2998404,Ligné,FR,44082
2998409,Lignan-sur-Orb,FR,34140
2998410,Lignan-de-Bordeaux,FR,33245
2998414,Lignac,FR,36094
2998423,Liffré,FR,35152
2998425,Liffol-le-Grand,FR,88270
2998429,Lièvremont,FR,25357
2998431,Liévin,FR,62510
2998434,Lieuvillers,FR,60364
2998437,Lieu-Saint-Amand,FR,59348
2998439,Lieusaint,FR,77251
2998441,Lieuron,FR,35151
2998443,Lieurey,FR,27367
2998445,Lieuran-lès-Béziers,FR,34139
2998460,Liesse-Notre-Dame,FR,02430
2998461,Liesle,FR,25336
2998468,Liernais,FR,21349
2998469,Liergues,FR,69159
2998474,Lièpvre,FR,68185
2998492,Licques,FR,62506
2998497,Lichtenberg,FR,67265
2998517,Libourne,FR,33243
2998520,Libercourt,FR,62907
2998528,Liart,FR,08254
2998530,Liancourt-Saint-Pierre,FR,60361
2998532,Liancourt,FR,60360
2998545,Lhuis,FR,01216
2998574,Hôpital-Camfrout,FR,29080
2998595,Lhomme,FR,72161
2998596,Lhommaizé,FR,86131
2998622,Lherm,FR,31299
2998632,L'Haÿ-les-Roses,FR,94038
2998639,Lezoux,FR,63195
2998640,Lézinnes,FR,89223
2998641,Lézigneux,FR,42122
2998642,Lézigné,FR,49174
2998643,Lézignan-la-Cèbe,FR,34136
2998644,Lézignan-Corbières,FR,11203
2998654,Lezennes,FR,59346
2998660,Lezay,FR,79148
2998661,Lézat-sur-Lèze,FR,09167
2998663,Lézardrieux,FR,22127
2998666,Lézan,FR,30147
2998682,Leyrieu,FR,38210
2998688,Leyr,FR,54315
2998693,Leynes,FR,71258
2998696,Leyment,FR,01213
2998697,Leymen,FR,68182
2998698,Leyme,FR,46170
2998709,Lexy,FR,54314
2998714,Lewarde,FR,59345
2998718,Levroux,FR,36093
2998721,Le Vrétot,FR,50082
2998731,Le Vivier-sur-Mer,FR,35361
2998732,Viviers-du-Lac,FR,73328
2998738,Lévis-Saint-Nom,FR,78334
2998797,Lévignen,FR,60358
2998803,Lévignac,FR,31297
2998805,Lévignac-de-Guyenne,FR,47147
2998807,Le Vigen,FR,87205
2998808,Le Vigeant,FR,86289
2998809,Le Vigean,FR,15261
2998810,Le Vigan,FR,46334
2998811,Le Vigan,FR,30350
2998830,Levier,FR,25334
2998832,Le Vieil-Évreux,FR,27684
2998834,Le Vieil-Baugé,FR,49018
2998836,Levie,FR,2A142
2998850,Le Veurdre,FR,03309
2998851,Levet,FR,18126
2998854,Le Vésinet,FR,78650
2998856,Lèves,FR,28209
2998862,Le Versoud,FR,38538
2998879,Vernet,FR,31574
2998880,Le Vernet,FR,09331
2998888,Levergies,FR,02426
2998900,Le Verdon-sur-Mer,FR,33544
2998917,Levens,FR,06075
2998927,Le Vauroux,FR,60662
2998933,Le Vaudreuil,FR,27528
2998934,Le Vaudoué,FR,77485
2998963,Le Val-Saint-Père,FR,50616
2998965,Le Val-Saint-Germain,FR,91630
2998975,Levallois-Perret,FR,92044
2998990,Le Val-de-Guéblange,FR,57267
2998993,Le Val-David,FR,27668
2998998,Valdahon,FR,25578
2999002,Leval,FR,59344
2999012,Le Val,FR,83143
2999020,Leuville-sur-Orge,FR,91333
2999031,Leuhan,FR,29125
2999040,Leudeville,FR,91332
2999046,Leucate,FR,11202
2999048,Leuc,FR,11201
2999068,Le Tronquay,FR,14714
2999071,Le Tronchet,FR,35362
2999089,Le Trévoux,FR,29300
2999093,Le Tréport,FR,76711
2999099,Le Tremblay-sur-Mauldre,FR,78623
2999119,L'Étrat,FR,42092
2999126,Le Trait,FR,76709
2999129,Létra,FR,69113
2999131,Le Touvet,FR,38511
2999133,Le Tourneur,FR,14061
2999135,Le Tourne,FR,33534
2999137,Le Tour-du-Parc,FR,56252
2999139,Le Touquet-Paris-Plage,FR,62826
2999160,Le Tilleul,FR,76693
2999163,Le Tignet,FR,06140
2999170,Le Thuit-Signol,FR,27638
2999171,Le Thuit-Anger,FR,27638
2999178,Le Thou,FR,17447
2999179,Le Thoronet,FR,83136
2999180,Le Thor,FR,84132
2999181,Le Tholy,FR,88470
2999182,Le Tholonet,FR,13109
2999185,Le Thillot,FR,88468
2999186,Le Thillay,FR,95612
2999203,Le Theil-de-Bretagne,FR,35333
2999204,Le Theil,FR,50209
2999205,Le Theil-Bocage,FR,14726
2999234,Le Temple-sur-Lot,FR,47306
2999236,Le Temple-de-Bretagne,FR,44203
2999248,Le Temple,FR,33528
2999251,Le Teilleul,FR,50591
2999259,Le Teil,FR,07319
2999260,Le Teich,FR,33527
2999281,L'Étang-la-Ville,FR,78224
2999290,Le Tallud,FR,79322
2999296,Le Taillan-Médoc,FR,33519
2999303,Le Syndicat,FR,88462
2999319,Les Villettes,FR,43265
2999322,Les Villards-sur-Thônes,FR,74302
2999362,Les Verchers-sur-Layon,FR,49125
2999391,Les Vans,FR,07334
2999408,Les Ulmes,FR,49359
2999412,Le Subdray,FR,18255
2999429,Les Trois-Pierres,FR,76714
2999431,Les Trois-Moutiers,FR,86274
2999446,Lestrem,FR,62502
2999482,Les Touches-de-Périgny,FR,17451
2999485,Les Touches,FR,44205
2999498,Lestiac-sur-Garonne,FR,33241
2999501,Les Thilliers-en-Vexin,FR,27633
2999528,Lestelle-Bétharram,FR,64339
2999544,L'Estaque,FR,13055
2999560,Lessy,FR,57396
2999572,Les Sorinières,FR,44198
2999619,Lessay,FR,50267
2999624,Les Sauvages,FR,69174
2999636,Lessard-le-National,FR,71257
2999649,Les Salles-du-Gardon,FR,30307
2999677,Lessac,FR,16181
2999683,Les Sables-d'Olonne,FR,85194
2999687,Les Rues-des-Vignes,FR,59517
2999706,Les Rousses,FR,39470
2999725,Les Rosiers-sur-Loire,FR,49261
2999742,Les Roches-de-Condrieu,FR,38340
2999787,Les Riceys,FR,10317
2999825,Les Rairies,FR,49257
2999838,Lesquin,FR,59343
2999839,Lesquielles-Saint-Germain,FR,02422
2999857,Les Pujols,FR,09238
2999906,Les Portes-en-Ré,FR,17286
2999908,Les Ponts-de-Cé,FR,49246
2999976,Lespinasse,FR,31293
2999981,Lespignan,FR,34135
2999982,Les Pieux,FR,50402
3000036,Lesperon,FR,40152
3000047,Les Pennes-Mirabeau,FR,13071
3000052,Les Peintures,FR,33315
3000060,Les Pavillons-sous-Bois,FR,93057
3000072,Lesparre-Médoc,FR,33240
3000090,Le Sourn,FR,56246
3000117,Les Ormes-sur-Voulzie,FR,77347
3000120,Les Ormes,FR,86183
3000132,Les Olmes,FR,69157
3000134,Les Ollières-sur-Eyrieux,FR,07167
3000135,Les Ollières,FR,74282
3000138,Les Olives,FR,13055
3000139,Le Soler,FR,66195
3000154,Les Nouillers,FR,17266
3000165,Les Noës-près-Troyes,FR,10265
3000173,Les Neyrolles,FR,01274
3000174,Lesneven,FR,29124
3000192,Les Mureaux,FR,78440
3000201,Moutiers-les-Mauxfaits,FR,85156
3000205,Les Moutiers-en-Retz,FR,44106
3000246,Les Montils,FR,41147
3000266,Les Mollettes,FR,73159
3000268,Les Molières,FR,91411
3000275,Les Moëres,FR,59260
3000308,Les Mesnuls,FR,78398
3000310,Les Mesneux,FR,51365
3000329,Les Mées,FR,04116
3000332,Les Mazures,FR,08284
3000341,Les Mayons,FR,83075
3000351,Les Mathes,FR,17225
3000353,Les Matelles,FR,34153
3000400,Les Marches,FR,73151
3000434,Les Maillys,FR,21371
3000443,Les Magnils-Reigniers,FR,85131
3000444,Les Mages,FR,30152
3000446,Les Lucs-sur-Boulogne,FR,85129
3000458,Les Loges-Marchis,FR,50274
3000460,Les Loges-en-Josas,FR,78343
3000465,Les Loges,FR,76390
3000491,Les Lilas,FR,93045
3000519,Les Landes-Genusson,FR,85119
3000592,Les Islettes,FR,55253
3000602,Lésigny,FR,77249
3000603,Lésigny,FR,86129
3000622,Les Houches,FR,74143
3000629,Les Hôpitaux-Neufs,FR,25307
3000633,Les Hogues,FR,27338
3000642,Les Hermites,FR,37116
3000648,Les Herbiers,FR,85109
3000674,Les Hautes-Rivières,FR,08218
3000702,Les Haies,FR,69097
3000761,Les Gras,FR,25296
3000763,Les Granges-le-Roi,FR,91284
3000764,Les Granges-Gontardes,FR,26145
3000826,Les Grandes-Ventes,FR,76321
3000872,Les Gonds,FR,17179
3000902,Les Gets,FR,74134
3000998,Les Fourgs,FR,25254
3001003,Les Fougerêts,FR,56060
3001020,Les Forges,FR,88178
3001039,Les Fontenelles,FR,25248
3001051,Les Fins,FR,25240
3001095,Les Eyzies-de-Tayac-Sireuil,FR,24172
3001126,Les Essarts-le-Roi,FR,78220
3001134,Les Essarts,FR,85084
3001139,Les Essards,FR,17154
3001157,Les Epesses,FR,85082
3001162,Les Éparres,FR,38156
3001171,Le Sel-de-Bretagne,FR,35322
3001176,Les Églisottes-et-Chalaures,FR,33154
3001184,Les Écrennes,FR,77165
3001185,Les Écorces,FR,25213
3001191,Les Échelles,FR,73105
3001225,Lesdins,FR,02420
3001243,Les Damps,FR,27196
3001336,Les Contamines-Montjoie,FR,74085
3001353,Les Combes,FR,25160
3001386,Les Clouzeaux,FR,85008
3001401,Les Clefs,FR,74079
3001402,Les Clayes-sous-Bois,FR,78165
3001449,Lesches,FR,77248
3001451,Lescheroux,FR,01212
3001457,Les Chères,FR,69055
3001459,Lescheraines,FR,73146
3001504,Les Châtelliers-Châteaumur,FR,85090
3001546,Les Champs-Géraux,FR,22035
3001604,Les Cars,FR,87029
3001613,L'Escarène,FR,06057
3001617,Lescar,FR,64335
3001625,Les Camoins,FR,13055
3001631,L'Escale,FR,04079
3001698,Les Brouzils,FR,85038
3001726,Les Bréviaires,FR,78108
3001800,Les Bordes-sur-Arize,FR,09061
3001822,Les Bordes,FR,36021
3001899,Les Billaux,FR,33052
3001966,Les Baux-de-Breteuil,FR,27043
3001968,Les Baumettes,FR,13055
3002045,Les Ayvelles,FR,08040
3002050,Les Aygalades,FR,13055
3002057,Les Avenières,FR,38022
3002067,Les Authieux-sur-le-Port-Saint-Ouen,FR,76039
3002108,Les Attaques,FR,62043
3002109,Les Assions,FR,07017
3002114,Les Artigues-de-Lussac,FR,33014
3002136,Les Ardillats,FR,69012
3002138,Les Arcs,FR,83004
3002145,Le Sappey-en-Chartreuse,FR,38471
3002149,Le Sap,FR,61460
3002158,Les Angles,FR,30011
3002160,Les Angles,FR,66004
3002172,Les Andelys,FR,27016
3002175,Les Ancizes,FR,63004
3002184,Les Alluets-le-Roi,FR,78010
3002185,Les Allues,FR,73015
3002191,Les Alleuds,FR,49050
3002199,Les Aix-d'Angillon,FR,18003
3002203,Les Aires,FR,34008
3002208,Le Saint,FR,56201
3002221,Les Ageux,FR,60006
3002229,Les Adrets,FR,38002
3002237,Les Abrets,FR,38001
3002247,Léry,FR,27365
3002256,Le Russey,FR,25512
3002271,Le Rove,FR,13088
3002277,Lérouville,FR,55288
3002280,Le Rouret,FR,06112
3002288,Le Rouget,FR,15268
3002309,Le Roc-Saint-André,FR,56197
3002311,Le Rochereau,FR,86053
3002351,Le Rheu,FR,35240
3002357,Le Revest-les-Eaux,FR,83103
3002373,Le Relecq-Kerhuon,FR,29235
3002378,Le Redon,FR,13055
3002383,Léré,FR,18125
3002400,Léran,FR,09161
3002401,Le Raincy,FR,93062
3002412,Le Quillio,FR,22260
3002420,Le Quesnoy,FR,59481
3002423,Le Quesnel,FR,80652
3002443,Le Puy-Sainte-Réparade,FR,13080
3002446,Le Puy-Notre-Dame,FR,49253
3002465,Le Puy-en-Velay,FR,43157
3002471,Lepuix,FR,90065
3002483,Le Puiset-Doré,FR,49218
3002499,Le Pré-Saint-Gervais,FR,93061
3002510,Le Pradet,FR,83098
3002520,Le Pouzin,FR,07181
3002534,Le Pouliguen,FR,44135
3002537,Le Poujol-sur-Orb,FR,34211
3002541,Le Pouget,FR,34210
3002547,Le Port-Marly,FR,78502
3002551,Le Portel,FR,62667
3002552,Port-des-Barques,FR,17484
3002559,Le Porge,FR,33333
3002570,Le Pontet,FR,84092
3002585,Le Pont-de-Claix,FR,38317
3002586,Le Pont-de-Beauvoisin,FR,73204
3002620,Le Poiré-sur-Vie,FR,85178
3002621,Le Poiré-sur-Velluire,FR,85177
3002626,Le Poinçonnet,FR,36159
3002632,Le Poët-Laval,FR,26243
3002647,Le Plessis-Trévise,FR,94059
3002650,Le Plessis-Robinson,FR,92060
3002654,Le Plessis-Pâté,FR,91494
3002657,Le Plessis-Mériot,FR,10231
3002658,Le Plessis-Macé,FR,49200
3002667,Le Plessis-Grohan,FR,27464
3002669,Le Plessis-Grammoire,FR,49241
3002677,Le Plessis-Brion,FR,60501
3002679,Le Plessis-Bouchard,FR,95491
3002680,Le Plessis-Belleville,FR,60500
3002713,Le Plessier-Rozainvillers,FR,80628
3002758,Le Pizou,FR,24329
3002774,Le Pin-la-Garenne,FR,61329
3002782,Le Pin-en-Mauges,FR,49023
3002787,L'Épine,FR,51231
3002807,Le Pin,FR,14504
3002808,Le Pin,FR,77363
3002812,Le Pin,FR,44176
3002813,Le Pin,FR,79210
3002817,Le Pin,FR,38292
3002835,Le Pian-sur-Garonne,FR,33323
3002836,Le Pian-Médoc,FR,33322
3002880,Le Petit-Quevilly,FR,76498
3002911,Le Petit-Fougeray,FR,35218
3002918,Petit-Couronne,FR,76497
3002933,Le Petit-Bornand-les-Glières,FR,74212
3002954,Le Pertre,FR,35217
3002955,el Pertús,FR,66137
3002961,Le Perrier,FR,85172
3002965,Le Perreux-sur-Marne,FR,94058
3002966,Le Perréon,FR,69151
3002967,Le Perray-en-Yvelines,FR,78486
3002976,Le Perchay,FR,95483
3002981,Le Pellerin,FR,44120
3002984,Le Pecq,FR,78481
3002986,Le Pêchereau,FR,36154
3002988,Le Péage-de-Roussillon,FR,38298
3003016,Le Passage,FR,38296
3003017,Le Passage,FR,47201
3003025,Le Pas,FR,53176
3003030,Le Parcq,FR,62647
3003040,Lépanges-sur-Vologne,FR,88266
3003042,Le Pallet,FR,44117
3003044,Le Palais-sur-Vienne,FR,87113
3003045,Le Palais,FR,56152
3003064,Léon,FR,40150
3003066,Léojac,FR,82098
3003067,Léognan,FR,33238
3003068,Léogeats,FR,33237
3003074,Lentilly,FR,69112
3003081,Lentigny,FR,42120
3003087,Lent,FR,01211
3003088,Lens-Lestang,FR,26162
3003093,Lens,FR,62498
3003101,Le Nouvion-en-Thiérache,FR,02558
3003111,Lennon,FR,29123
3003126,Le Neufbourg,FR,50371
3003127,Le Neubourg,FR,27428
3003136,Lencloître,FR,86128
3003138,Le Nayrac,FR,12172
3003148,Le Muy,FR,83086
3003158,Lemps,FR,07140
3003164,Lempdes-sur-Allagnon,FR,43120
3003165,Lempaut,FR,81142
3003173,Le Moustoir,FR,22157
3003215,Le Mont-Saint-Adrien,FR,60428
3003230,Le Montet,FR,03183
3003253,Mont-Dore,FR,63236
3003263,Le Montat,FR,46197
3003297,Le Monêtier-les-Bains,FR,05079
3003306,Le Monastier-sur-Gazeille,FR,43135
3003307,Le Monastier-Pin-Moriès,FR,48099
3003308,Le Monastère,FR,12146
3003316,Le Molay-Littry,FR,14370
3003332,Le Minihic-sur-Rance,FR,35181
3003341,Le Meux,FR,60402
3003349,Le Mesnil-Théribus,FR,60401
3003351,Le Mesnil-sur-Oger,FR,51367
3003354,Le Mesnil-sous-Jumièges,FR,76436
3003359,Le Mesnil-Saint-Denis,FR,78397
3003373,Le Mesnil-Mauger,FR,14431
3003375,Le Mesnil-le-Roi,FR,78396
3003381,Le Mesnil-Guillaume,FR,14421
3003391,Le Mesnil-Esnard,FR,76429
3003392,Le Mesnil-en-Vallée,FR,49244
3003393,Le Mesnil-en-Thelle,FR,60398
3003408,Le Mesnil-au-Val,FR,50305
3003411,Le Mesnil-Aubry,FR,95395
3003415,Le Mesnil-Amelot,FR,77291
3003440,Le Merzer,FR,22150
3003441,Le Merlerault,FR,61275
3003442,Le Merlan,FR,13055
3003464,Le Ménil,FR,88302
3003473,Le Mêle-sur-Sarthe,FR,61258
3003481,Le Mée-sur-Seine,FR,77285
3003490,Lembras,FR,24237
3003493,Lembeye,FR,64331
3003495,Lemberg,FR,57390
3003496,Lembach,FR,67263
3003514,Le May-sur-Èvre,FR,49193
3003517,Le Mayet-de-Montagne,FR,03165
3003546,Le Mas-d'Agenais,FR,47159
3003581,Le Martinet,FR,30159
3003586,Le Marillais,FR,49244
3003603,Le Mans,FR,72181
3003604,Le Manoir,FR,27386
3003610,Le Malzieu-Ville,FR,48090
3003614,Le Maisnil,FR,59371
3003629,Le Magny,FR,36109
3003647,Le Lude,FR,72176
3003650,Le Luc,FR,83073
3003653,Le Luart,FR,72172
3003656,Le Louroux Béconnais,FR,49183
3003661,Le Loroux-Bottereau,FR,44084
3003662,Le Loroux,FR,35157
3003663,Le Lorey,FR,50279
3003668,Le Lonzac,FR,19118
3003672,Le Longeron,FR,49301
3003713,Le Lavandou,FR,83070
3003724,Le Lardin-Saint-Lazare,FR,24229
3003726,Le Langon,FR,85121
3003730,Le Landreau,FR,44079
3003737,Le Kremlin-Bicêtre,FR,94043
3003740,Le Juch,FR,29087
3003761,Leimbach,FR,68180
3003764,Leignes-sur-Fontaine,FR,86126
3003773,Le Houlme,FR,76366
3003774,Le Houga,FR,32155
3003775,Le Horps,FR,53116
3003777,Léhon,FR,22050
3003782,Le Hinglé,FR,22082
3003784,Le Hézo,FR,56084
3003796,Le Havre,FR,76351
3003816,Le Haut-Corlay,FR,22074
3003859,Le Haillan,FR,33200
3003874,Léguevin,FR,31291
3003877,Le Guerno,FR,56077
3003882,Le Gué-de-Velluire,FR,85105
3003884,Le Gué-de-Longroi,FR,28188
3003885,Le Gué-de-la-Chaîne,FR,61196
3003893,Le Gua,FR,17185
3003894,Le Gua,FR,38187
3003898,Le Gros-Theil,FR,27302
3003918,Le Grau-du-Roi,FR,30133
3003942,Le Grand-Serre,FR,26143
3003952,Le Grand-Quevilly,FR,76322
3003957,Le Grand-Pressigny,FR,37113
3003986,Le Grand-Lucé,FR,72143
3003991,Le Grand-Lemps,FR,38182
3004029,Le Grand-Celland,FR,50217
3004039,Le Grand-Bourg,FR,23095
3004041,Le Grand-Bornand,FR,74136
3004067,Le Gouray,FR,22046
3004078,Gond-Pontouvre,FR,16154
3004098,Le Girouard,FR,85099
3004114,Legé,FR,44081
3004119,Le Gâvre,FR,44062
3004120,Le Gault-Saint-Denis,FR,28176
3004130,Le Garric,FR,81101
3004138,Le Fuilet,FR,49218
3004154,Le Fresne-Camilly,FR,14288
3004185,Le Fousseret,FR,31193
3004200,Le Fouilloux,FR,17167
3004208,Le Fossat,FR,09124
3004213,Leforest,FR,62497
3004222,Le Folgoët,FR,29055
3004224,Le Fœil,FR,22059
3004226,Le Fleix,FR,24182
3004238,Le Fief-Sauvin,FR,49218
3004242,Le Fidelaire,FR,27242
3004244,Leffrinckoucke,FR,59340
3004254,Le Ferré,FR,35111
3004258,Le Fenouiller,FR,85088
3004274,Le Fay,FR,71196
3004294,Le Fauga,FR,31181
3004304,Le Faouët,FR,56057
3004306,Le Faou,FR,29053
3004314,Leers,FR,59339
3004316,Lée,FR,64329
3004318,Ledringhem,FR,59338
3004321,Le Drennec,FR,29047
3004326,Le Doulieu,FR,59180
3004327,Le Douhet,FR,17143
3004334,Le Dorat,FR,87059
3004337,Le Donjon,FR,03103
3004346,Lédignan,FR,30146
3004348,Le Dézert,FR,50161
3004350,Ledeuix,FR,64328
3004356,Le Deschaux,FR,39193
3004357,Lederzeele,FR,59337
